"REGISTRO_COMPLEXO";"CEP_COMPLEXO";"lat";"long";"certo";"DATA_ABERTURA";"DATA_FINAL"
39365;"Brasil, 37410-000";-21,698326095;-45,26442853;1;2018-04-11;2024-12-10
49884;"Brasil, 29092-910";-24,3041457;-53,8401236597687;1;2021-10-28;2024-12-10
22446;"Brasil, 48430-000";-10,6884786;-37,8560367;1;2012-09-25;2013-01-01
57229;"Brasil, 36680-039";-30,80965345;-53,8907410660318;1;2023-08-28;2024-12-10
43520;"Brasil, 36680-000";-21,5347518980769;-43,0134902711538;1;2019-07-31;2023-08-28
37638;"Brasil, 78580-000";-9,88400716176471;-56,0992686882353;1;2017-08-28;2024-12-10
42409;"Brasil, 35170-150";-30,54985925;-52,5203252236328;1;2019-04-04;2024-12-10
3111;"Brasil, 16020-050";-21,2219985;-50,4360146;1;1999-11-17;2024-12-10
17778;"Brasil, 35570-000";-20,4660177823529;-45,4344981352941;1;2010-09-01;2024-01-31
19784;"Brasil, 17580-000";-22,1042939;-50,1837500428571;1;2004-04-14;2012-11-27
6646;"Brasil, 37410-000";-21,698326095;-45,26442853;1;2002-10-25;2018-04-11
14009;"Brasil, 37130-000";-21,4137232;-45,9698216;1;2008-06-13;2019-09-11
23195;"Brasil, 37200-000";-21,2355866175824;-44,9950260340659;1;2013-01-01;2018-05-04
23125;"Brasil, 37470-000";-22,1174912086957;-45,0563902956522;1;2013-01-01;2018-04-11
28265;"Brasil, 96020-080";-31,7655851833333;-52,3412450833333;1;2014-11-01;2024-12-10
17739;"Brasil, 27915-011";-30,80991605;-53,9033387155367;1;2010-09-10;2011-07-28
37109;"Brasil, 11045-501";-29,1592217;-59,2596994;1;1991-11-08;2024-12-10
6708;"Brasil, 24220-000";-21,053976;-49,6834459;1;1968-09-12;2024-12-10
16210;"Brasil, 87701-010";-30,81169215;-53,898250107495;1;2012-03-27;2024-12-10
46236;"Brasil, 74013-040";-30,808998;-53,8904086979855;1;2012-06-29;2024-12-10
2843;"Brasil, 12940-000";-23,1153728;-46,645867;1;1995-09-13;2024-12-10
45891;"Brasil, -";-10,3333333;-53,2;1;NA;NA
50671;"Brasil, 49680-000";-10,21585246;-37,42140013;1;2022-03-01;2024-12-10
17854;"Brasil, 13614-032";-22,1884606;-47,3967124;1;2010-08-06;2024-12-10
32860;"Brasil, 58042-100";-20,0259457;-44,303323;1;2016-02-19;2024-04-16
39233;"Brasil, 22640-000";-23,0063071;-43,3102758;1;2018-04-05;2021-08-19
16506;"Brasil, 01040-000";-23,5412770222222;-46,6385579111111;1;2008-07-08;2013-12-05
44106;"Brasil, 35970-000";-19,9187601642857;-43,4747732285714;1;2019-09-18;2020-03-20
16871;"Brasil, 14300-000";-20,8972954571429;-47,6162920857143;1;2010-02-04;2024-12-10
6706;"Brasil, 25680-195";-30,5533138;-52,5270722101675;1;2002-04-01;2023-05-22
27914;"Brasil, 30140-092";-19,93003244;-43,9428618;1;2014-01-03;2024-12-10
14795;"Brasil, 17250-000";-22,07108065;-48,73391335;1;2002-06-14;2024-12-10
45293;"Brasil, 01303-020";-23,5483965457143;-46,6461107457143;1;2020-05-01;2024-12-10
14542;"Brasil, 50050-090";-8,05828244;-34,88702094;1;2007-08-17;2024-12-10
44296;"Brasil, 62580-000";-2,88063193333333;-40,1198613666667;1;2019-08-23;2024-12-10
6645;"Brasil, 85853-000";-25,5654359333333;-54,5531896333333;1;2003-07-16;2015-03-18
36651;"Brasil, 70345-400";-15,7537769;-47,8810983;1;1960-04-01;2024-12-10
27787;"Brasil, 36570-000";-20,7570483157895;-42,8774667578947;1;2001-11-10;2024-12-10
16898;"Brasil, 37270-000";-20,8937370758782;-45,2707824847775;1;2010-04-30;2015-04-02
25604;"Brasil, 22420-030";-22,984765775;-43,2049783;1;2012-03-31;2020-09-29
27219;"Brasil, 95555-000";-29,7371794658537;-50,0068401609756;1;2013-06-11;2016-02-01
43068;"Brasil, -";-10,3333333;-53,2;1;NA;NA
49753;"Brasil, 21061-060";-23,2210055;-45,9012132;1;2021-10-17;2024-12-10
33826;"Brasil, 21061-060";-23,2210055;-45,9012132;1;2016-07-01;2019-12-30
50128;"Brasil, 48700-000";-11,66804063;-39,02242464;1;2021-12-16;2024-12-10
37902;"Brasil, 69010-050";-3,1338731;-60,0233338;1;2017-10-25;2024-12-10
15566;"Brasil, 85863-000";-25,5331327;-54,5751846;1;2007-11-01;2024-12-10
15010;"Brasil, 13960-000";-22,5929393016949;-46,5233495067797;1;2007-06-18;2024-12-10
54776;"Brasil, 37440-000";-21,9823334;-44,93711685;1;2023-05-04;2024-12-10
29862;"Brasil, 78557-746";-9,94557;-67,8330087;1;2014-08-01;2024-12-10
19668;"Brasil, 18680-110";-27,6712763;-53,8056134770484;1;2010-07-01;2012-10-02
39363;"Brasil, 14801-290";-21,7930763;-48,1738231;1;2018-03-08;2024-12-10
14829;"Brasil, 18130-375";-24,2881925;-53,8484535405615;1;2008-10-16;2024-12-10
19526;"Brasil, 87200-246";-30,5471596;-52,5157464663637;1;2005-08-25;2024-12-10
6753;"Brasil, 98801-640";-28,3015337666667;-54,2599032333333;1;1958-03-22;2024-12-10
28053;"Brasil, 62500-000";-3,238829;-39,58795702;1;2005-06-09;2018-11-09
19988;"Brasil, 37500-048";-30,80063525;-53,8813579706854;1;2011-08-18;2024-12-10
14729;"Brasil, 28950-000";-22,7551518486486;-41,9263522621622;1;2008-11-30;2009-06-10
26438;"Brasil, -";-10,3333333;-53,2;1;NA;NA
50207;"Brasil, 65630-030";-5,09503891538461;-42,8237748384615;1;2021-01-08;2024-12-10
24551;"Brasil, 13601-000";-15,61050205;-56,1544917542865;1;2013-06-14;2024-12-10
16611;"Brasil, 13990-000";-22,1968897;-46,7571283;1;2010-01-01;2024-12-10
24550;"Brasil, 13970-000";-22,4210627;-46,7934452666667;1;2013-04-01;2024-12-10
33011;"Brasil, 27535-320";-22,460577;-44,4387097;1;2016-04-28;2024-12-10
15834;"Brasil, 13720-000";-21,5951136166667;-46,894525975;1;2009-06-19;2024-12-10
29588;"Brasil, 78963-218";-3,3011555;-60,6202876;1;2014-09-18;2018-05-02
16072;"Brasil, 21031-770";-24,2923878;-53,8339430009961;1;2003-08-05;2003-08-05
18127;"Brasil, 19470-000";-21,7712991307692;-52,1127312076923;1;2009-09-15;2021-10-25
36842;"Brasil, 78580-000";-9,88400716176471;-56,0992686882353;1;2017-06-29;2017-08-28
19449;"Brasil, 12701-440";-24,27040465;-53,8422499087899;1;2003-09-10;2024-12-10
18803;"Brasil, 77016-524";-10,2142085;-48,3273825;1;1996-09-24;2024-12-10
2457;"Brasil, 01038-000";-23,544196966;-46,64033681;1;1978-12-22;2024-12-10
6715;"Brasil, 70070-710";-15,7837498;-47,8990287;1;1997-09-01;2024-12-10
46494;"Brasil, 06020-194";-23,5356045666667;-46,7616698111111;1;2020-08-29;2020-10-05
6584;"Brasil, 13900-460";-22,7057433;-46,7704088;1;1996-06-07;2024-12-10
52397;"Brasil, 44900-000";-11,3069587181818;-41,8630232;1;2022-12-15;2024-12-10
15086;"Brasil, 95670-000";-29,376808954;-50,878953864;1;1967-02-11;2020-03-19
55555;"Brasil, 14790-000";-20,3247299833333;-48,3148652333333;1;2023-10-12;2024-12-10
19370;"Brasil, 17516-000";-22,2243358333333;-49,9327555;1;2009-10-14;2024-12-10
42659;"Brasil, 07802-190";-23,328194425;-46,72714175;1;2019-05-25;2024-12-10
6713;"Brasil, 22270-010";-22,954116625;-43,1921182;1;1985-12-11;2024-12-10
6612;"Brasil, 22430-000";-21,053976;-49,6834459;1;2000-12-01;2020-12-10
5127;"Brasil, 22621-000";-21,053976;-49,6834459;1;2000-06-15;2018-04-05
13608;"Brasil, 22451-040";-22,9768502;-43,2305356857143;1;2007-12-26;2024-12-10
5126;"Brasil, 22270-010";-22,954116625;-43,1921182;1;1998-09-07;2024-12-10
53338;"Brasil, 18540-073";-23,52339255;-46,411155661919;1;2023-05-11;2024-12-10
22607;"Brasil, 90010-191";-30,0288935;-51,2301609428571;1;2001-08-21;2023-04-11
45933;"Brasil, 84070-440";-24,27040465;-53,8422499087899;1;2020-07-10;2024-12-10
52505;"Brasil, 86300-000";-23,1811882640288;-50,6475671510791;1;2022-12-14;2024-12-10
50818;"Brasil, 84261-220";-5,111289;-36,0864408;1;2022-03-24;2024-12-10
48401;"Brasil, 78520-000";-9,95194625714286;-54,9112310285714;1;2021-05-15;2024-12-10
19548;"Brasil, 79740-000";-22,3087475;-53,8227439;1;2011-11-19;2016-04-30
14348;"Brasil, 27260-140";-30,53916145;-52,5243476267173;1;1998-08-02;2024-12-10
21296;"Brasil, -";-10,3333333;-53,2;1;NA;NA
25742;"Brasil, 13880-000";-21,834567948718;-46,8995897769231;1;2012-10-28;2016-05-13
11818;"Brasil, 29700-011";-30,80991605;-53,9033387155367;1;2005-11-20;2024-12-10
33181;"Brasil, 58884-000";-6,3446259;-37,7371787333333;1;2016-07-01;2020-03-19
46090;"Brasil, 98005-104";-30,54324775;-52,5312525798276;1;2020-07-13;2024-12-10
43524;"Brasil, 98400-000";-27,3590549277778;-53,4009468833333;1;2019-08-15;2024-12-10
28672;"Brasil, 98300-000";-27,8896741583333;-53,3126945388889;1;2014-09-01;2024-12-10
29163;"Brasil, 98900-000";-27,9799854666667;-54,2497442133333;1;2015-08-01;2024-12-10
12006;"Brasil, 36307-330";-21,1364556090909;-44,2593415727273;1;2006-12-08;2024-12-10
29748;"Brasil, 36400-000";-20,664332525;-43,794005875;1;2004-07-23;2015-10-22
16616;"Brasil, 27600-000";-22,2420712285714;-43,6994245285714;1;2009-01-01;2024-12-10
49504;"Brasil, 45204-125";-30,53288285;-52,5252141213078;1;2021-09-30;2024-12-10
46420;"Brasil, 45204-125";-30,53288285;-52,5252141213078;1;2020-09-03;2021-09-10
6687;"Brasil, 88350-002";-30,8188884;-53,9038285201443;1;2004-08-30;2024-12-10
51582;"Brasil, 95680-000";-29,35290988;-50,8147676;1;2022-07-14;2024-12-10
26111;"Brasil, 88353-100";-20,0259457;-44,303323;1;2013-12-20;2024-12-10
39283;"Brasil, 89130-000";-26,8948101428571;-49,2281284428571;1;2018-04-26;2024-12-10
40234;"Brasil, 89600-000";-27,173661625;-51,51136395;1;2018-06-28;2024-12-10
34894;"Brasil, 85503-300";-30,5476967;-52,5171922660851;1;2016-12-20;2024-12-10
40771;"Brasil, 88210-000";-27,1423301733333;-48,56001984;1;2018-08-16;2024-12-10
30780;"Brasil, 89400-000";-26,3674789111111;-51,3416028888889;1;2015-07-04;2024-12-10
41056;"Brasil, 89285-470";-24,28391795;-53,8278526283619;1;2018-10-27;2024-12-10
49967;"Brasil, 90050-100";-30,0381849357143;-51,2216876714286;1;2021-11-25;2022-08-28
41137;"Brasil, 13660-000";-21,8618594;-47,48276275;1;2018-10-01;2024-12-10
21633;"Brasil, 80510-040";-25,4255673666667;-49,2727319666667;1;2012-06-29;2024-12-10
2492;"Brasil, 89600-000";-27,173661625;-51,51136395;1;2003-09-24;2009-06-03
2493;"Brasil, 89801-060";-23,2210055;-45,9012132;1;2003-09-24;2009-06-03
23267;"Brasil, 58700-070";-7,02601615;-37,276707575;1;2005-12-15;2024-12-10
24449;"Brasil, 45820-000";-16,3860206444444;-39,5798630111111;1;2013-07-26;2023-06-29
22208;"Brasil, 17800-000";-21,68315516;-51,07163365;1;2012-06-06;2024-12-10
13925;"Brasil, 30130-004";-19,925852;-43,9335243;1;1978-10-15;2024-12-10
36107;"Brasil, 60320-000";-3,72784380528846;-38,5651670697115;1;2017-04-28;2024-12-10
19658;"Brasil, 14940-000";-21,75598825;-48,8339340142857;1;2011-09-22;2019-07-10
30684;"Brasil, 14540-000";-20,04104215;-47,7608918;1;2015-08-13;2015-11-10
30196;"Brasil, 95150-000";-29,3734834369565;-51,1089323826087;1;2014-11-01;2015-12-03
40731;"Brasil, 40070-045";-8,1746134;-35,2595271;1;2018-08-16;2024-12-10
50120;"Brasil, 77827-271";-30,55259135;-52,5201972836742;1;2021-12-08;2024-12-10
44835;"Brasil, 65304-610";-3,7659157;-38,6040177;1;2020-01-16;2022-10-18
48010;"Brasil, 44440-900";-28,1123214;-54,7176521;1;2021-04-01;2024-12-10
6588;"Brasil, 44572-060";-23,2210055;-45,9012132;1;1997-03-11;2021-04-01
33275;"Brasil, 08115-100";-23,4937349;-46,4050017666667;1;2016-04-28;2024-12-10
15799;"Brasil, 25750-226";-30,53410795;-52,528569578144;1;2008-08-01;2024-12-10
27245;"Brasil, 14900-000";-21,5955932666667;-48,8162578666667;1;2009-05-18;2017-01-01
39722;"Brasil, 35300-040";-30,808998;-53,8904086979855;1;2018-05-17;2024-12-10
19674;"Brasil, 86870-000";-24,2436381777778;-51,6734189611111;1;2004-09-27;2024-12-10
19919;"Brasil, 15700-110";-34,4552326;-56,391589;1;2011-10-18;2024-12-10
12477;"Brasil, 29060-120";-15,935416;-57,0254782;1;2006-06-30;2024-12-10
19389;"Brasil, 69900-460";-8,20701885;-34,9231658443116;1;2011-07-01;2012-01-20
18500;"Brasil, 22050-900";-28,1123214;-54,7176521;1;2011-04-29;2020-11-13
31534;"Brasil, 22760-151";-30,54985585;-52,5404780861622;1;2015-11-19;2017-03-14
35519;"Brasil, 69402-292";-3,2772912;-60,6469359;1;2017-03-10;2020-03-16
24512;"Brasil, 48030-030";-12,1387944666667;-38,41235065;1;2003-03-25;2024-12-10
26897;"Brasil, 76876-678";-24,27425505;-53,846931975;1;2014-02-28;2019-09-26
44415;"Brasil, 76876-678";-24,27425505;-53,846931975;1;2019-09-26;2024-12-10
33806;"Brasil, 78600-000";-15,8885976277778;-52,2788242092593;1;2016-09-07;2024-12-10
52291;"Brasil, 85810-230";-24,9506749;-53,4768675;1;2022-11-24;2024-12-10
36481;"Brasil, 49505-330";-30,559435;-52,5166934618124;1;2017-05-20;2019-09-13
44324;"Brasil, 49505-330";-30,559435;-52,5166934618124;1;2019-09-13;2024-12-10
42427;"Brasil, 88306-806";-26,9479755;-48,6312984;1;2019-03-21;2021-08-03
38137;"Brasil, 76913-112";-3,7303249;-38,5398674;1;2017-11-30;2019-09-26
44416;"Brasil, 76913-112";-3,7303249;-38,5398674;1;2019-09-26;2024-12-10
49916;"Brasil, 76824-652";-9,9337777;-67,8200345;1;2021-10-28;2024-12-10
44417;"Brasil, 76940-000";-11,7202112;-61,7032288;1;2019-12-01;2020-03-01
45453;"Brasil, 76940-000";-11,7202112;-61,7032288;1;2020-03-01;2024-12-10
45275;"Brasil, 49507-780";-24,2776384;-53,8257298351509;1;2019-09-25;2021-09-22
21688;"Brasil, 68040-050";-2,4253071;-54,7252501;1;2012-05-04;2019-09-26
19467;"Brasil, 78980-000";-15,61050205;-56,1544917542865;1;2009-07-01;2024-12-10
51936;"Brasil, 78300-972";-14,6776452;-39,6293324;1;2022-10-01;2024-12-10
50486;"Brasil, 87502-000";-23,75439865;-53,28380595;1;2022-02-24;2024-12-10
19466;"Brasil, 76980-000";-12,7336068461538;-60,1418762134615;1;2004-06-04;2024-12-10
6678;"Brasil, 95600-000";-29,64572467;-50,780557518;1;2004-06-25;2009-02-26
6585;"Brasil, 01411-000";-23,5638477159574;-46,6644813382979;1;1996-08-22;2020-02-19
52864;"Brasil, 05017-000";-23,53712231;-46,6799282054545;1;2023-02-01;2024-12-10
24785;"Brasil, 65075-441";-2,500126575;-44,288428325;1;2013-02-01;2024-12-10
44124;"Brasil, 65800-000";-7,53856921034483;-46,0429024827586;1;2019-09-13;2021-10-22
42420;"Brasil, 74013-030";-30,8102662;-53,8926286398211;1;2019-03-01;2024-12-10
6739;"Brasil, 04534-010";-1,3392902;-47,580876;1;2008-11-25;2014-09-02
15618;"Brasil, 14801-290";-21,7930763;-48,1738231;1;2008-05-28;2018-01-28
20868;"Brasil, 97800-000";-28,4081720608696;-54,9598187478261;1;1942-03-14;2024-12-10
27144;"Brasil, 66035-340";-1,45654472857143;-48,4879466857143;1;1986-08-20;2024-12-10
39278;"Brasil, 89500-049";-19,2815245;-47,6528574;1;2017-10-05;2024-12-10
39277;"Brasil, 89520-000";-27,2859422571429;-50,5519618285714;1;2017-11-16;2024-12-10
14394;"Brasil, 28360-000";-21,1336793688312;-41,6778159805195;1;2008-09-24;2024-12-10
26024;"Brasil, 20973-012";-30,80904005;-53,9019235313238;1;2014-07-18;2016-10-03
47736;"Brasil, 01311-940";-24,27174525;-53,8386150739124;1;2021-04-01;2024-12-10
23317;"Brasil, 85601-610";-27,1040381;-48,6183456;1;2007-05-12;2018-09-03
51163;"Brasil, 96810-016";-10,3371281;-48,3327308;1;2022-04-14;2024-12-10
35104;"Brasil, 89460-000";-26,1499462142857;-50,3907767571429;1;2017-01-01;2024-12-10
34950;"Brasil, 85504-014";-30,81785245;-53,9071313242495;1;2017-02-02;2020-03-18
6679;"Brasil, 40020-160";-23,4431576;-51,9705565;1;2008-12-19;2024-12-10
40544;"Brasil, 29075-910";-20,2771567;-40,3045093;1;1994-07-22;2024-12-10
14931;"Brasil, 76900-032";-10,8823506;-61,9443648;1;2004-09-14;2024-12-10
37811;"Brasil, 43700-000";-12,7942628142857;-38,4022880857143;1;2017-10-12;2018-11-07
6736;"Brasil, 13730-330";-30,559435;-52,5166934618124;1;1959-04-18;2024-12-10
21912;"Brasil, 88804-010";-30,81169215;-53,898250107495;1;2012-08-01;2017-10-05
33144;"Brasil, 88840-000";-28,5303804;-49,30671545;1;2014-02-21;2024-12-10
39003;"Brasil, 88048-300";-27,6502221;-48,4800984333333;1;2018-03-23;2024-12-10
27402;"Brasil, 22220-000";-22,9257133060606;-43,1767877454545;1;2014-06-05;2022-12-31
3120;"Brasil, 18600-000";-16,4403787;-71,5578807;1;1986-12-23;2014-06-25
6688;"Brasil, 29060-160";-30,54596235;-52,5319563996719;1;2005-05-13;2012-03-16
19433;"Brasil, 79950-000";-23,0639411094017;-54,1970241179487;1;2004-05-03;2013-12-19
6599;"Brasil, 36010-002";-30,8188884;-53,9038285201443;1;1998-06-01;2017-06-14
16188;"Brasil, 31270-000";-21,053976;-49,6834459;1;2008-06-09;2021-01-18
14636;"Brasil, 85905-390";-24,29193255;-53,8480979154295;1;2007-06-01;2024-12-10
46235;"Brasil, 72010-120";-15,935416;-57,0254782;1;2013-03-13;2024-12-10
6661;"Brasil, 37950-000";-20,9174881783784;-46,9826661837838;1;2003-10-24;2018-05-04
41519;"Brasil, 80020-250";-25,4258621333333;-49,2697004;1;2018-10-01;2024-12-10
57291;"Brasil, 21070-032";-30,8154781;-53,8986622856726;1;2023-12-28;2024-02-07
44202;"Brasil, 64607-755";-8,2069791;-34,9245007240246;1;2019-10-01;2024-12-10
20602;"Brasil, 89667-000";-27,42225465;-51,7846696;1;2012-01-12;2013-04-27
16381;"Brasil, 18031-000";-23,514365615;-47,4625675;1;2004-03-30;2019-09-03
16380;"Brasil, 18040-000";-23,4993275652174;-47,4731423695652;1;1990-01-01;2024-12-10
2853;"Brasil, 09190-210";-23,6779559;-46,5404836;1;1996-03-12;2024-12-10
20446;"Brasil, 45810-000";-16,416156330474;-39,1431324772009;1;2009-12-11;2024-12-10
51039;"Brasil, 04744-030";-14,3629;-40,342104;1;2021-09-10;2024-12-10
16470;"Brasil, 75503-260";-30,15597585;-53,5745213604488;1;1999-05-19;2024-12-10
22592;"Brasil, 14701-904";-24,3017104;-53,8318359480406;1;2012-06-05;2021-02-25
53860;"Brasil, 44790-000";-10,50750296;-40,32242926;1;2017-07-15;2024-12-10
2352;"Brasil, 11680-000";-23,4465289463415;-45,0900589530488;1;2003-10-31;2021-01-31
22173;"Brasil, 37550-000";-22,25787634;-45,924539536;1;2012-07-25;2018-04-11
6652;"Brasil, 65020-530";-22,8728735;-43,2487513;1;2006-06-19;2018-10-04
20644;"Brasil, 65010-530";-9,9492136;-67,8298042;1;2011-04-01;2014-01-01
6650;"Brasil, 14840-000";-21,3542890666667;-48,2260939666667;1;2002-12-01;2006-06-30
14814;"Brasil, 75083-350";-16,3023782;-48,9486596;1;2008-01-02;2024-12-10
43979;"Brasil, 97501-570";-29,752273;-57,0882464;1;2019-09-20;2024-12-10
23487;"Brasil, 73753-101";-30,5535847;-52,5362930772652;1;2013-04-05;2024-12-10
19129;"Brasil, 89460-000";-26,1499462142857;-50,3907767571429;1;2009-07-10;2017-01-01
19130;"Brasil, 89500-000";-26,77942128;-51,01219134;1;2011-05-05;2017-05-07
19128;"Brasil, 89520-000";-27,2859422571429;-50,5519618285714;1;2005-05-12;2016-02-15
15559;"Brasil, 85010-280";-25,3983835;-51,464523;1;2004-12-09;2018-04-26
6609;"Brasil, 01040-000";-23,5412770222222;-46,6385579111111;1;1999-05-24;2024-12-10
32422;"Brasil, 29192-154";-19,8269166;-40,2732176;1;2014-12-12;2024-12-10
56736;"Brasil, 35430-190";-30,15654175;-53,5643572939914;1;2023-04-27;2024-12-10
19579;"Brasil, 29900-490";-19,3867496;-40,068657;1;2011-01-01;2024-12-10
38005;"Brasil, 35680-352";-20,0735047;-44,5797583;1;2017-10-26;2024-12-10
40591;"Brasil, 36400-038";-8,3954108;-35,0099932;1;2018-08-02;2024-12-10
58034;"Brasil, 35420-027";-30,81505655;-53,9081234885619;1;2024-04-18;2024-04-26
55563;"Brasil, 35930-655";-32,1285258;-53,7295879;1;2023-11-09;2024-12-10
47430;"Brasil, 35660-970";-26,995766;-48,6429968;1;2020-12-16;2024-12-10
35405;"Brasil, 29310-376";-20,8434105365854;-41,1556879390244;1;2016-10-27;2024-12-10
29419;"Brasil, 29285-000";-20,8385546045455;-40,7324242454545;1;2013-11-28;2024-12-10
34408;"Brasil, 35500-119";-30,5381954;-52,4999072533566;1;2016-10-01;2024-12-10
12487;"Brasil, 35500-119";-30,5381954;-52,4999072533566;1;2006-11-30;2016-11-03
49989;"Brasil, 36420-000";-20,5183571;-43,69924325;1;2021-12-16;2024-12-10
14878;"Brasil, 69980-000";-7,60887356363636;-72,6802958818182;1;2006-09-07;2024-12-10
6613;"Brasil, 37900-084";-12,5513772;-38,7079737;1;2000-02-08;2024-12-10
16114;"Brasil, 11060-003";-23,9648969;-46,33212925;1;2003-06-27;2015-09-09
20396;"Brasil, 58398-000";-6,9672249;-35,79572105;1;2011-10-25;2024-12-10
2744;"Brasil, 05416-010";-23,5636704816092;-46,6862391724138;1;1999-10-21;2020-12-04
29218;"Brasil, 45653-005";-30,8165458;-53,9045897796332;1;2013-03-29;2024-12-10
15178;"Brasil, 18270-000";-15,61050205;-56,1544917542865;1;2002-07-26;2024-12-10
14201;"Brasil, 20240-290";-22,9211997333333;-43,1867454333333;1;2005-12-09;2024-02-08
15270;"Brasil, 18285-000";-23,22165516;-47,95445556;1;2008-04-30;2024-12-10
6452;"Brasil, 09710-060";-23,7053546666667;-46,5505232;1;1995-12-15;2024-12-10
21511;"Brasil, 28660-000";-22,208648225;-42,4019597;1;NA;NA
27882;"Brasil, 04120-040";-10,0164548;-67,7981651;1;1978-07-03;2024-04-01
52647;"Brasil, 66010-020";-1,44927695;-48,49948675;1;2023-03-01;2024-12-10
19404;"Brasil, 78300-000";-14,62117547;-57,48682555;1;2000-03-24;2021-03-18
6633;"Brasil, 29300-100";-20,84824340625;-41,11689459375;1;2001-10-26;2015-10-10
13060;"Brasil, 30120-020";-19,9153876;-43,9417538;1;2004-09-02;2024-12-10
13061;"Brasil, 30120-020";-19,9153876;-43,9417538;1;2004-05-19;2024-12-10
22590;"Brasil, 27510-010";-22,4659041;-44,4523921;1;2012-10-10;2014-09-14
28018;"Brasil, 27510-010";-22,4659041;-44,4523921;1;2014-09-15;2024-12-10
20914;"Brasil, 23907-000";-23,0176859;-44,3030329;1;2012-02-10;2024-12-10
20984;"Brasil, 27110-400";-28,1171036;-54,7182745;1;2012-03-09;2024-12-10
35083;"Brasil, 27345-391";-24,27268445;-53,8480540426144;1;2017-01-02;2024-12-10
37456;"Brasil, 88015-902";-27,5847787;-48,5450486;1;2017-09-01;2024-01-03
58044;"Brasil, 88015-902";-27,5847787;-48,5450486;1;2024-01-03;2024-12-10
26147;"Brasil, 28613-210";-22,28969;-42,5315332;1;2014-02-21;2024-12-10
43572;"Brasil, 27937-004";-30,80640115;-53,9022601710399;1;2019-08-01;2023-07-13
54048;"Brasil, 27937-004";-30,80640115;-53,9022601710399;1;2023-07-13;2024-12-10
13329;"Brasil, 28610-170";-30,54246435;-52,5282085894729;1;2007-05-04;2024-12-10
52113;"Brasil, 25620-150";-22,5122865;-43,1776216;1;2022-11-10;2024-12-10
57657;"Brasil, 28895-640";-22,4936596666667;-41,9250083666667;1;2024-03-26;2024-12-10
21219;"Brasil, 25953-030";-30,8102662;-53,8926286398211;1;2012-01-02;2024-12-10
24771;"Brasil, 25804-010";-30,81169215;-53,898250107495;1;2014-11-01;2024-12-10
58043;"Brasil, 88705-003";-28,47536095;-48,99577425;1;2024-01-03;2024-12-10
33771;"Brasil, 88705-003";-28,47536095;-48,99577425;1;2016-08-06;2024-01-03
6743;"Brasil, 27260-315";-22,517884;-44,1059113;1;1994-11-01;2024-02-29
23878;"Brasil, 22420-004";-22,9862692914286;-43,2018388885714;1;2013-04-12;2020-03-13
38752;"Brasil, 85884-000";-25,28926448125;-54,08881400625;1;2018-02-17;2024-12-10
50083;"Brasil, 84261-220";-5,111289;-36,0864408;1;2021-12-23;2022-03-01
44708;"Brasil, 18682-203";-30,54970905;-52,5295701359191;1;2019-12-26;2024-12-10
41686;"Brasil, 84261-220";-5,111289;-36,0864408;1;2018-12-13;2021-12-22
12265;"Brasil, 13176-102";-23,21890145;-46,8471218608759;1;1997-05-08;2016-12-07
15374;"Brasil, 13560-160";-22,016873;-47,89357395;1;2008-11-10;2024-12-10
31249;"Brasil, 14600-000";-20,5871914840909;-47,8657167181818;1;2015-10-01;2016-11-03
15122;"Brasil, 17380-000";-22,2825826380952;-48,1261058142857;1;2009-03-06;2024-12-10
49636;"Brasil, 56800-000";-7,75131268067227;-37,636000692437;1;2021-10-02;2024-12-10
27483;"Brasil, 16500-000";-21,8049619571429;-49,6122818428571;1;2014-08-23;2024-12-10
43768;"Brasil, 45208-087";-5,6127224;-47,4135333490544;1;2019-10-23;2024-12-10
24026;"Brasil, 29930-330";-30,559435;-52,5166934618124;1;2012-12-14;2022-01-27
50404;"Brasil, 29930-245";-18,7163318333333;-39,8567873333333;1;2022-01-29;2024-12-10
14830;"Brasil, 18130-375";-24,2881925;-53,8484535405615;1;2008-10-16;2014-12-31
30628;"Brasil, 16600-000";-22,0100776;-49,50373615;1;2009-06-01;2015-09-17
30626;"Brasil, 17280-000";-22,3474495464286;-48,7806712857143;1;1997-07-31;2024-12-10
25725;"Brasil, 95780-000";-29,6876440195652;-51,4622136282609;1;2011-09-23;2014-12-25
34032;"Brasil, 69010-120";-3,127779825;-60,0249255;1;1986-11-05;2024-12-10
6626;"Brasil, 36200-044";-30,81122915;-53,8934286093611;1;2004-01-23;2024-12-10
19424;"Brasil, 38183-186";-30,5412579;-52,5309067144384;1;1993-12-01;2015-03-26
33331;"Brasil, 34800-000";-15,61050205;-56,1544917542865;1;2016-03-10;2018-12-28
39536;"Brasil, 78005-370";-24,2871144;-53,8478831653168;1;2016-08-03;2024-12-10
34034;"Brasil, 69005-330";-3,1338754;-60,0262646;1;2001-05-06;2024-12-10
50535;"Brasil, 13860-015";-30,81314175;-53,8989010666416;1;2022-03-01;2024-12-10
34037;"Brasil, 69010-001";-3,13394695;-60,024284925;1;2000-11-25;2024-12-10
20980;"Brasil, 98600-000";-27,4544757874172;-53,9277836807947;1;1955-06-01;2024-12-10
34041;"Brasil, 69020-110";-3,1204838;-60,0143842;1;1999-11-05;2024-12-10
15015;"Brasil, 28300-000";-21,2056493364055;-41,8917577792627;1;2000-07-20;2010-09-16
