"REGISTRO_COMPLEXO";"CEP_COMPLEXO";"lat";"long";"certo"
908;"Brasil, 04583-110";-23,6195239333333;-46,6993058;1
6664;"Brasil, 12308-051";-21,5893789;-48,0656028507989;1
12974;"Brasil, 03066-030";-23,5389777;-46,57636885;1
2543;"Brasil, 24030-125";-24,2740505;-53,835609098704;1
2525;"Brasil, 21220-201";-22,8478705;-43,3107026;1
903;"Brasil, 92310-001";-29,9107681;-51,1837171;1
904;"Brasil, 79031-900";-28,1123214;-54,7176521;1
901;"Brasil, 90610-000";-30,0524193857143;-51,1884759857143;1
2526;"Brasil, 12215-900";-28,1123214;-54,7176521;1
3086;"Brasil, 30110-929";-19,9407141;-43,93421;1
2527;"Brasil, 80530-001";-30,811577;-53,9006734255894;1
2528;"Brasil, 02047-050";-22,5198122;-47,3933638;1
2529;"Brasil, 81200-100";-25,4361112153846;-49,3261197423077;1
12975;"Brasil, 29050-902";-20,3124355;-40,2882604;1
12977;"Brasil, 88032-000";-27,549534825;-48,5002365;1
14884;"Brasil, 90810-080";-30,085722975;-51,2460265875;1
902;"Brasil, 03153-001";-23,5936129;-46,5856244;1
2530;"Brasil, 49026-010";-10,9430261;-37,0594901;1
905;"Brasil, 69077-000";-3,0954089;-59,98550215;1
906;"Brasil, 11025-200";-23,9778305;-46,308711;1
898;"Brasil, 04795-000";9,6895929;125,4499358;0
895;"Brasil, 03306-110";-3,735465;-38,5572299;1
2531;"Brasil, 12242-000";-23,2076981818182;-45,9075613636364;1
896;"Brasil, 09080-500";-23,6485831;-46,5330339;1
2533;"Brasil, 04661-200";-23,6810441892857;-46,6868051071429;1
11840;"Brasil, 04583-110";-23,6195239333333;-46,6993058;1
897;"Brasil, 03527-000";-23,56919535;-46,5058619375;1
900;"Brasil, 06430-050";-22,5198122;-47,3933638;1
2534;"Brasil, 72120-190";-30,15654175;-53,5643572939914;1
899;"Brasil, 22640-000";-23,0063071;-43,3102758;1
2535;"Brasil, 70300-500";-33,5223478;-56,8965309;1
2536;"Brasil, 01238-000";-23,5426261333333;-46,6575236;1
15598;"Brasil, 01327-001";-23,5667098272727;-46,6445086727273;1
2537;"Brasil, 09880-000";19,4434464;-98,9748731;0
2538;"Brasil, 13094-691";-24,2654749;-53,8365543959759;1
2539;"Brasil, 14096-350";-21,2061026375;-47,7698591875;1
2540;"Brasil, 05477-000";21,8234802;-77,9564932;0
2541;"Brasil, 22250-040";-22,94493585;-43,1814108;1
15415;"Brasil, 49035-810";-24,29056495;-53,8266961902471;1
16978;"Brasil, 06020-010";-23,53904085;-46,767970975;1
25602;"Brasil, 02240-000";-23,477985636;-46,602238392;1
24764;"Brasil, 07034-911";-23,4880534166667;-46,5494112666667;1
27429;"Brasil, 30180-915";-24,30420775;-53,8376257565871;1
27468;"Brasil, 30320-900";-19,9745757;-43,9447999;1
17609;"Brasil, 71503-504";-15,7205465;-47,8858569;1
12976;"Brasil, 41820-021";-12,97939615;-38,4550347333333;1
17514;"Brasil, 15600-000";-20,2815086189189;-50,2496037918919;1
14792;"Brasil, 95185-000";-29,3000357642857;-51,5269236214286;1
14832;"Brasil, 30320-900";-19,9745757;-43,9447999;1
14833;"Brasil, 30180-915";-24,30420775;-53,8376257565871;1
17693;"Brasil, 11950-000";19,4434464;-98,9748731;0
11851;"Brasil, 22440-900";-28,1123214;-54,7176521;1
6692;"Brasil, 22440-900";-28,1123214;-54,7176521;1
34180;"Brasil, 18550-000";-23,2830440111111;-47,676203012963;1
17321;"Brasil, 29303-384";-22,8739117;-43,2502397;1
18289;"Brasil, 13970-050";-22,5198122;-47,3933638;1
3166;"Brasil, 13900-000";-22,7098387289474;-46,7575062947368;1
18290;"Brasil, 13800-060";-23,2210055;-45,9012132;1
3167;"Brasil, 13900-005";-30,8165458;-53,9045897796332;1
3165;"Brasil, 13908-602";-15,8616634;-48,0912745732354;1
19819;"Brasil, 13600-001";23,135389;-82,3586916;0
12260;"Brasil, 29500-000";-20,7565141401361;-41,5196314027211;1
46296;"Brasil, 06455-010";-23,5003231571429;-46,8564174428571;1
50071;"Brasil, 49020-460";-24,28352305;-53,8305677620794;1
1748;"Brasil, 74830-170";21,4845452;-104,8970546;0
2456;"Brasil, 72010-120";-15,935416;-57,0254782;1
2455;"Brasil, 71920-540";-15,8328955;-48,0339783;1
1746;"Brasil, 74830-170";21,4845452;-104,8970546;0
1747;"Brasil, 74830-170";21,4845452;-104,8970546;0
1744;"Brasil, 74830-170";21,4845452;-104,8970546;0
1745;"Brasil, 74830-170";21,4845452;-104,8970546;0
1767;"Brasil, 01035-000";-23,54392165;-46,6378136263158;1
1768;"Brasil, 01035-000";-23,54392165;-46,6378136263158;1
2826;"Brasil, 74465-280";-9,945222;-67,8850584;1
1769;"Brasil, 01040-000";-23,5412770222222;-46,6385579111111;1
1766;"Brasil, 37900-013";-30,81836325;-53,9064460505515;1
13452;"Brasil, 69050-902";-24,2705188;-53,8493846460734;1
6426;"Brasil, 09720-040";-23,6989273;-46,55248975;1
22170;"Brasil, 13024-045";-22,8900649;-47,0543685666667;1
5336;"Brasil, 17048-290";-30,53220635;-52,5228021962274;1
16510;"Brasil, 88900-000";-28,9308114862069;-49,4818298772414;1
6732;"Brasil, 01035-000";-23,54392165;-46,6378136263158;1
2771;"Brasil, 18110-650";-23,5360851;-47,4645055;1
6603;"Brasil, 13471-200";-22,7336068;-47,331719;1
4374;"Brasil, 13560-970";-22,0527941;-47,863997;1
