"REGISTRO_COMPLEXO";"CEP_COMPLEXO";"lat";"long";"certo"
27144;"Brasil, 66035-340";-1,45654472857143;-48,4879466857143;1
39278;"Brasil, 89500-049";-19,2815245;-47,6528574;1
39277;"Brasil, 89520-000";-27,2859422571429;-50,5519618285714;1
14394;"Brasil, 28360-000";-21,1336793688312;-41,6778159805195;1
26024;"Brasil, 20973-012";-30,80904005;-53,9019235313238;1
17595;"Brasil, 33600-000";23,135389;-82,3586916;0
47736;"Brasil, 01311-940";-24,27174525;-53,8386150739124;1
23317;"Brasil, 85601-610";-27,1040381;-48,6183456;1
51163;"Brasil, 96810-016";-10,3371281;-48,3327308;1
35104;"Brasil, 89460-000";-26,1499462142857;-50,3907767571429;1
34950;"Brasil, 85504-014";-30,81785245;-53,9071313242495;1
6679;"Brasil, 40020-160";-23,4431576;-51,9705565;1
40544;"Brasil, 29075-910";-20,2771567;-40,3045093;1
14931;"Brasil, 76900-032";-10,8823506;-61,9443648;1
37811;"Brasil, 43700-000";-12,7942628142857;-38,4022880857143;1
6736;"Brasil, 13730-330";-30,559435;-52,5166934618124;1
51342;"Brasil, 64603-000";42,0549452;-7,800293;0
21912;"Brasil, 88804-010";-30,81169215;-53,898250107495;1
33144;"Brasil, 88840-000";-28,5303804;-49,30671545;1
39003;"Brasil, 88048-300";-27,6502221;-48,4800984333333;1
27402;"Brasil, 22220-000";-22,9257133060606;-43,1767877454545;1
3120;"Brasil, 18600-000";-16,4403787;-71,5578807;1
6688;"Brasil, 29060-160";-30,54596235;-52,5319563996719;1
19433;"Brasil, 79950-000";-23,0639411094017;-54,1970241179487;1
6599;"Brasil, 36010-002";-30,8188884;-53,9038285201443;1
16188;"Brasil, 31270-000";-21,053976;-49,6834459;1
14636;"Brasil, 85905-390";-24,29193255;-53,8480979154295;1
46235;"Brasil, 72010-120";-15,935416;-57,0254782;1
6661;"Brasil, 37950-000";-20,9174881783784;-46,9826661837838;1
41519;"Brasil, 80020-250";-25,4258621333333;-49,2697004;1
57291;"Brasil, 21070-032";-30,8154781;-53,8986622856726;1
44202;"Brasil, 64607-755";-8,2069791;-34,9245007240246;1
20602;"Brasil, 89667-000";-27,42225465;-51,7846696;1
16381;"Brasil, 18031-000";-23,514365615;-47,4625675;1
16380;"Brasil, 18040-000";-23,4993275652174;-47,4731423695652;1
2853;"Brasil, 09190-210";-23,6779559;-46,5404836;1
20446;"Brasil, 45810-000";-16,416156330474;-39,1431324772009;1
51039;"Brasil, 04744-030";-14,3629;-40,342104;1
16470;"Brasil, 75503-260";-30,15597585;-53,5745213604488;1
22592;"Brasil, 14701-904";-24,3017104;-53,8318359480406;1
53860;"Brasil, 44790-000";-10,50750296;-40,32242926;1
2352;"Brasil, 11680-000";-23,4465289463415;-45,0900589530488;1
22173;"Brasil, 37550-000";-22,25787634;-45,924539536;1
6652;"Brasil, 65020-530";-22,8728735;-43,2487513;1
20644;"Brasil, 65010-530";-9,9492136;-67,8298042;1
6650;"Brasil, 14840-000";-21,3542890666667;-48,2260939666667;1
14814;"Brasil, 75083-350";-16,3023782;-48,9486596;1
43979;"Brasil, 97501-570";-29,752273;-57,0882464;1
23487;"Brasil, 73753-101";-30,5535847;-52,5362930772652;1
38541;"Brasil, 73840-000";26,5138346;-100,1960496;0
19129;"Brasil, 89460-000";-26,1499462142857;-50,3907767571429;1
19130;"Brasil, 89500-000";-26,77942128;-51,01219134;1
19128;"Brasil, 89520-000";-27,2859422571429;-50,5519618285714;1
15559;"Brasil, 85010-280";-25,3983835;-51,464523;1
6609;"Brasil, 01040-000";-23,5412770222222;-46,6385579111111;1
32422;"Brasil, 29192-154";-19,8269166;-40,2732176;1
31643;"Brasil, 36770-073";2,8753464;-60,7109464703707;0
56736;"Brasil, 35430-190";-30,15654175;-53,5643572939914;1
19579;"Brasil, 29900-490";-19,3867496;-40,068657;1
38005;"Brasil, 35680-352";-20,0735047;-44,5797583;1
40591;"Brasil, 36400-038";-8,3954108;-35,0099932;1
58034;"Brasil, 35420-027";-30,81505655;-53,9081234885619;1
55563;"Brasil, 35930-655";-32,1285258;-53,7295879;1
47430;"Brasil, 35660-970";-26,995766;-48,6429968;1
35405;"Brasil, 29310-376";-20,8434105365854;-41,1556879390244;1
29419;"Brasil, 29285-000";-20,8385546045455;-40,7324242454545;1
52535;"Brasil, 36400-080";2,8768549;-60,7089038342997;0
34408;"Brasil, 35500-119";-30,5381954;-52,4999072533566;1
12487;"Brasil, 35500-119";-30,5381954;-52,4999072533566;1
49989;"Brasil, 36420-000";-20,5183571;-43,69924325;1
46894;"Brasil, 36500-067";2,873641;-60,713761537774;0
14878;"Brasil, 69980-000";-7,60887356363636;-72,6802958818182;1
6613;"Brasil, 37900-084";-12,5513772;-38,7079737;1
16114;"Brasil, 11060-003";-23,9648969;-46,33212925;1
20396;"Brasil, 58398-000";-6,9672249;-35,79572105;1
2744;"Brasil, 05416-010";-23,5636704816092;-46,6862391724138;1
29218;"Brasil, 45653-005";-30,8165458;-53,9045897796332;1
31896;"Brasil, 96820-060";2,9374447;-61,2954035;0
15178;"Brasil, 18270-000";-15,61050205;-56,1544917542865;1
14201;"Brasil, 20240-290";-22,9211997333333;-43,1867454333333;1
15270;"Brasil, 18285-000";-23,22165516;-47,95445556;1
6452;"Brasil, 09710-060";-23,7053546666667;-46,5505232;1
21511;"Brasil, 28660-000";-22,208648225;-42,4019597;1
27882;"Brasil, 04120-040";-10,0164548;-67,7981651;1
52647;"Brasil, 66010-020";-1,44927695;-48,49948675;1
19404;"Brasil, 78300-000";-14,62117547;-57,48682555;1
6633;"Brasil, 29300-100";-20,84824340625;-41,11689459375;1
13060;"Brasil, 30120-020";-19,9153876;-43,9417538;1
13061;"Brasil, 30120-020";-19,9153876;-43,9417538;1
22590;"Brasil, 27510-010";-22,4659041;-44,4523921;1
28018;"Brasil, 27510-010";-22,4659041;-44,4523921;1
20914;"Brasil, 23907-000";-23,0176859;-44,3030329;1
20984;"Brasil, 27110-400";-28,1171036;-54,7182745;1
35083;"Brasil, 27345-391";-24,27268445;-53,8480540426144;1
37456;"Brasil, 88015-902";-27,5847787;-48,5450486;1
58044;"Brasil, 88015-902";-27,5847787;-48,5450486;1
26147;"Brasil, 28613-210";-22,28969;-42,5315332;1
43572;"Brasil, 27937-004";-30,80640115;-53,9022601710399;1
54048;"Brasil, 27937-004";-30,80640115;-53,9022601710399;1
13329;"Brasil, 28610-170";-30,54246435;-52,5282085894729;1
52113;"Brasil, 25620-150";-22,5122865;-43,1776216;1
6644;"Brasil, 27260-000";42,0549452;-7,800293;0
57657;"Brasil, 28895-640";-22,4936596666667;-41,9250083666667;1
21219;"Brasil, 25953-030";-30,8102662;-53,8926286398211;1
24771;"Brasil, 25804-010";-30,81169215;-53,898250107495;1
58043;"Brasil, 88705-003";-28,47536095;-48,99577425;1
33771;"Brasil, 88705-003";-28,47536095;-48,99577425;1
6743;"Brasil, 27260-315";-22,517884;-44,1059113;1
27466;"Brasil, 65901-600";42,0549452;-7,800293;0
23878;"Brasil, 22420-004";-22,9862692914286;-43,2018388885714;1
38752;"Brasil, 85884-000";-25,28926448125;-54,08881400625;1
50083;"Brasil, 84261-220";-5,111289;-36,0864408;1
44708;"Brasil, 18682-203";-30,54970905;-52,5295701359191;1
41686;"Brasil, 84261-220";-5,111289;-36,0864408;1
12265;"Brasil, 13176-102";-23,21890145;-46,8471218608759;1
28676;"Brasil, 69304-000";42,0549452;-7,800293;0
15374;"Brasil, 13560-160";-22,016873;-47,89357395;1
31249;"Brasil, 14600-000";-20,5871914840909;-47,8657167181818;1
15122;"Brasil, 17380-000";-22,2825826380952;-48,1261058142857;1
49636;"Brasil, 56800-000";-7,75131268067227;-37,636000692437;1
27483;"Brasil, 16500-000";-21,8049619571429;-49,6122818428571;1
43768;"Brasil, 45208-087";-5,6127224;-47,4135333490544;1
24026;"Brasil, 29930-330";-30,559435;-52,5166934618124;1
50404;"Brasil, 29930-245";-18,7163318333333;-39,8567873333333;1
14830;"Brasil, 18130-375";-24,2881925;-53,8484535405615;1
30628;"Brasil, 16600-000";-22,0100776;-49,50373615;1
30626;"Brasil, 17280-000";-22,3474495464286;-48,7806712857143;1
25725;"Brasil, 95780-000";-29,6876440195652;-51,4622136282609;1
34032;"Brasil, 69010-120";-3,127779825;-60,0249255;1
6626;"Brasil, 36200-044";-30,81122915;-53,8934286093611;1
19424;"Brasil, 38183-186";-30,5412579;-52,5309067144384;1
33331;"Brasil, 34800-000";-15,61050205;-56,1544917542865;1
39536;"Brasil, 78005-370";-24,2871144;-53,8478831653168;1
34034;"Brasil, 69005-330";-3,1338754;-60,0262646;1
50535;"Brasil, 13860-015";-30,81314175;-53,8989010666416;1
34037;"Brasil, 69010-001";-3,13394695;-60,024284925;1
20980;"Brasil, 98600-000";-27,4544757874172;-53,9277836807947;1
34041;"Brasil, 69020-110";-3,1204838;-60,0143842;1
31731;"Brasil, 68900-070";0,0381868944444444;-51,0589327861111;0
15015;"Brasil, 28300-000";-21,2056493364055;-41,8917577792627;1
15956;"Brasil, 72800-060";-23,2210055;-45,9012132;1
16443;"Brasil, 16300-000";-21,4159131416667;-50,0789590583333;1
14807;"Brasil, 84600-000";-26,22787602;-51,08607764;1
43989;"Brasil, 75860-000";-18,4490116857143;-50,4514011428571;1
6697;"Brasil, 15990-020";-30,8147479;-53,8991252925057;1
44675;"Brasil, 28860-000";-22,4807795333333;-42,1097020333333;1
6624;"Brasil, 15910-000";-21,2614315114286;-48,4890950914286;1
23541;"Brasil, 84200-000";-21,053976;-49,6834459;1
30934;"Brasil, 86200-000";-23,2710117549533;-51,0523280147664;1
17833;"Brasil, 89900-000";-26,7354767;-53,5187899333333;1
2951;"Brasil, 20211-250";-30,54935925;-52,5182159403095;1
18873;"Brasil, 13520-000";-22,552593573913;-47,9008976826087;1
31521;"Brasil, 56800-000";-7,75131268067227;-37,636000692437;1
16151;"Brasil, 35400-000";-20,3864734730337;-43,5037583146067;1
14638;"Brasil, 78850-000";-15,544164924;-54,30754534;1
48583;"Brasil, 08675-190";-3,78936;-38,60537;1
30491;"Brasil, 39804-000";-17,8797614;-41,5268323;1
15243;"Brasil, 45995-152";-17,5364053;-39,7337964;1
42783;"Brasil, -";-10,3333333;-53,2;1
40376;"Brasil, 44300-000";-12,5672235933333;-38,9718022633333;1
41868;"Brasil, 69100-087";-5,6127224;-47,4135333490544;1
38940;"Brasil, 69100-087";-5,6127224;-47,4135333490544;1
28861;"Brasil, 14870-180";-30,53996345;-52,5284746231181;1
27198;"Brasil, 95560-000";-29,3296464298077;-49,7482608894231;1
14818;"Brasil, 25071-202";-30,548801;-52,5291063095259;1
50534;"Brasil, 28083-102";-21,739265;-41,3133373;1
51979;"Brasil, 88815-060";-23,2210055;-45,9012132;1
47238;"Brasil, 83280-000";-25,8880119857143;-48,6606767928571;1
25995;"Brasil, 15700-072";2,87479485;-60,7107479708161;0
2443;"Brasil, 19900-040";-22,9761346545455;-49,8691095818182;1
38691;"Brasil, 22221-020";-22,930838875;-43,179106575;1
15794;"Brasil, 13271-600";-22,98117575;-47,01635415;1
13705;"Brasil, 78915-350";-7,11772865;-34,8266831478657;1
43183;"Brasil, 49900-000";-10,2115353;-36,83847339;1
15647;"Brasil, 13360-000";-22,9858334;-47,5107032;1
6647;"Brasil, 36880-000";-21,13138085;-42,37999285;1
6690;"Brasil, 96508-031";-30,0478944;-52,890979;1
23879;"Brasil, 96810-016";-10,3371281;-48,3327308;1
27043;"Brasil, 29345-000";-21,0656058292683;-40,8518967707317;1
34233;"Brasil, 90020-905";-24,30384595;-53,8390281812144;1
47598;"Brasil, 58865-000";-6,5047672;-37,4497367;1
23065;"Brasil, 94480-500";-30,0633025;-51,1077439;1
19476;"Brasil, 87502-160";-23,75705635;-53,30152225;1
14782;"Brasil, 78735-330";-30,559435;-52,5166934618124;1
23328;"Brasil, 49010-000";-10,9114880461538;-37,0537487307692;1
17933;"Brasil, 35960-000";-19,987159;-43,4475270833333;1
32419;"Brasil, 79400-000";-18,5205321;-54,74837295;1
40997;"Brasil, 15500-012";-30,81699095;-53,9071082888661;1
14838;"Brasil, 15500-012";-30,81699095;-53,9071082888661;1
14883;"Brasil, 85807-030";-30,8102662;-53,8926286398211;1
19870;"Brasil, 85816-290";-24,950531;-53,450608075;1
15266;"Brasil, 78200-000";-16,0702865961538;-57,683451275;1
52336;"Brasil, 78455-000";-13,0756549666667;-55,9256615133333;1
53911;"Brasil, 45820-130";-30,53868605;-52,5267066339921;1
49855;"Brasil, 48601-210";-30,5484047;-52,5354519173614;1
28645;"Brasil, 86800-970";-26,995766;-48,6429968;1
39450;"Brasil, 85051-010";-30,81798955;-53,9059366624548;1
32877;"Brasil, 17048-290";-30,53220635;-52,5228021962274;1
54089;"Brasil, 01326-010";-23,5597440644444;-46,6452127022222;1
37071;"Brasil, 76965-802";NA;NA;NA
5640;"Brasil, 58700-070";-7,02601615;-37,276707575;1
436;"Brasil, 32632-090";-23,57063;-50,7707727;1
17944;"Brasil, 30260-070";-19,9206402;-43,9225448;1
438;"Brasil, 30170-131";-19,9219984333333;-43,9411116;1
1829;"Brasil, 32210-110";-19,9510106;-44,033281;1
1828;"Brasil, 30640-070";-19,9740672;-44,0212981;1
26530;"Brasil, 32110-005";-30,8165458;-53,9045897796332;1
6589;"Brasil, 31310-250";-19,874957;-43,9781086;1
20427;"Brasil, 31910-900";-19,8743441;-43,926162;1
28616;"Brasil, 32604-245";-26,473908;-49,0927;1
26527;"Brasil, 30455-610";-19,97314935;-43,9716234;1
42601;"Brasil, 36205-507";-15,89113225;-48,0960861888711;1
26528;"Brasil, 30320-901";-3,72826945;-38,4970356088003;1
26529;"Brasil, 37550-000";-22,25787634;-45,924539536;1
6660;"Brasil, 04707-900";-23,6235808;-46,6969183;1
22589;"Brasil, 20720-012";-22,9045408;-43,2884663;1
24769;"Brasil, 20720-012";-22,9045408;-43,2884663;1
39320;"Brasil, 21040-115";-30,53630385;-52,5094129540145;1
25438;"Brasil, 21061-060";-23,2210055;-45,9012132;1
31866;"Brasil, 12460-000";-22,7361718825;-45,58812928625;1
26440;"Brasil, 25045-002";-30,8188884;-53,9038285201443;1
6737;"Brasil, 13015-000";11,7307811;-86,1667371;0
14973;"Brasil, 14015-040";-21,17851656;-47,80670768;1
13593;"Brasil, 78580-000";-9,88400716176471;-56,0992686882353;1
17305;"Brasil, 29109-030";-20,35461005;-40,31527385;1
25209;"Brasil, -";-10,3333333;-53,2;1
28608;"Brasil, 28891-372";-24,2875214;-53,8497449739081;1
33766;"Brasil, 95560-000";-29,3296464298077;-49,7482608894231;1
20963;"Brasil, 70712-904";-9,9531237;-67,8303945;1
6668;"Brasil, 79040-010";-20,4592084;-54,5853543;1
46103;"Brasil, -";-10,3333333;-53,2;1
55218;"Brasil, 74973-753";NA;NA;NA
26587;"Brasil, 18606-294";-22,9146079;-48,4641751;1
55212;"Brasil, 72145-450";-24,2807894;-53,8245280471205;1
57241;"Brasil, 18132-852";-24,29513535;-53,8305722377326;1
54721;"Brasil, 87040-260";-30,15597585;-53,5745213604488;1
52879;"Brasil, 28020-740";-21,7637874428571;-41,3304369214286;1
54717;"Brasil, 06709-015";-23,59235085;-46,8317246;1
26114;"Brasil, 13482-902";-24,2705188;-53,8493846460734;1
54719;"Brasil, 13845-180";-22,368179425;-46,9512248;1
53674;"Brasil, 37704-369";-24,28683775;-53,8468741893861;1
57045;"Brasil, 22735-015";-22,92235595;-43,36078235;1
55213;"Brasil, 75907-681";NA;NA;NA
54723;"Brasil, 41098-020";-12,9694903;-38,4744603;1
54716;"Brasil, 13171-065";-22,8308342;-47,2666343;1
55217;"Brasil, 72876-902";NA;NA;NA
55214;"Brasil, 78125-044";-30,81029155;-53,8943440029172;1
36838;"Brasil, 74968-150";-16,8227077;-49,2627752;1
27467;"Brasil, 75907-681";NA;NA;NA
32844;"Brasil, 02984-035";-23,4399726;-46,7214864;1
52279;"Brasil, 78060-601";-15,6081481;-56,0693426333333;1
31743;"Brasil, 06709-015";-23,59235085;-46,8317246;1
24535;"Brasil, 72145-450";-24,2807894;-53,8245280471205;1
32667;"Brasil, 86050-460";-23,330256615;-51,178000595;1
52277;"Brasil, 86050-460";-23,330256615;-51,178000595;1
44838;"Brasil, 11060-302";-23,9661841;-46,3453459;1
52278;"Brasil, 59110-200";-3,7218825;-38,4802947;1
16682;"Brasil, 87013-040";-30,808998;-53,8904086979855;1
44915;"Brasil, 96216-400";-28,1171036;-54,7182745;1
31153;"Brasil, 16026-005";-30,8165458;-53,9045897796332;1
34628;"Brasil, 72876-902";NA;NA;NA
25184;"Brasil, 12421-705";-24,26868405;-53,8391385611235;1
31101;"Brasil, 78125-100";-15,6529424;-56,1228551;1
49296;"Brasil, 59300-000";-6,46168889285714;-37,0929677214286;1
14920;"Brasil, 01309-010";-23,5561114092308;-46,6582199907692;1
17775;"Brasil, 20030-002";-22,9097662333333;-43,1742538333333;1
30930;"Brasil, 62800-000";-4,56070715789474;-37,7595786929825;1
2419;"Brasil, 24020-004";-30,80640115;-53,9022601710399;1
6634;"Brasil, 50070-030";-8,0611239;-34,8886613;1
2425;"Brasil, 20560-030";-30,8102662;-53,8926286398211;1
22413;"Brasil, 86430-000";-23,291446775;-50,0673307;1
16032;"Brasil, 97573-000";-30,8943167;-55,5355488;1
6698;"Brasil, 52010-100";-8,05868844285714;-34,8958497714286;1
41786;"Brasil, 23970-000";-23,2110739709677;-44,7162505096774;1
44578;"Brasil, 50841-000";-21,053976;-49,6834459;1
6649;"Brasil, 66023-570";-1,4565917;-48,497981425;1
50055;"Brasil, 30160-012";-19,9336356;-43,93979205;1
20712;"Brasil, 88025-202";-27,5751025;-48,5274401;1
36182;"Brasil, 52061-540";-8,03544139;-34,91983995;1
50210;"Brasil, 53030-230";-30,1565974;-53,5741252064207;1
15649;"Brasil, 40140-110";-13,0071531;-38,5323228625;1
5692;"Brasil, 40190-080";2,8768549;-60,7089038342997;0
15652;"Brasil, 40015-160";-12,9787136;-38,5207246;1
27430;"Brasil, -";-10,3333333;-53,2;1
27568;"Brasil, 62930-000";-5,14561994;-38,0930275666667;1
23223;"Brasil, 62280-000";-21,053976;-49,6834459;1
49453;"Brasil, 60508-048";-30,80965225;-53,8865585037785;1
2398;"Brasil, 22440-030";-30,8102662;-53,8926286398211;1
2414;"Brasil, 60325-002";-3,73539630769231;-38,5648026846154;1
2412;"Brasil, 70300-000";-34,3161759;-57,2349315;1
17606;"Brasil, 63900-000";-4,96882481666667;-39,0173661;1
6648;"Brasil, 62030-000";-21,053976;-49,6834459;1
34139;"Brasil, 62030-602";-15,8616634;-48,0912745732354;1
25028;"Brasil, 56500-000";-8,4209278;-37,0546856;1
2400;"Brasil, 21853-480";-24,2738583;-53,8518386027442;1
16644;"Brasil, 50050-000";-8,05513053571429;-34,8781683071429;1
2411;"Brasil, 70660-080";2,8768549;-60,7089038342997;0
35626;"Brasil, 95080-000";-21,053976;-49,6834459;1
6423;"Brasil, 09710-060";-23,7053546666667;-46,5505232;1
37229;"Brasil, 84500-000";-25,4586553363636;-50,6679385090909;1
38897;"Brasil, 83301-010";-25,44499426;-49,06349932;1
41536;"Brasil, 84400-000";-25,2129488975904;-50,9832219024096;1
25609;"Brasil, 18550-000";-23,2830440111111;-47,676203012963;1
24232;"Brasil, 29092-910";-24,3041457;-53,8401236597687;1
6639;"Brasil, 04744-030";-14,3629;-40,342104;1
22800;"Brasil, 75080-240";-16,3220136;-48,9468502;1
29536;"Brasil, 38184-022";-30,8145141;-53,8982459652445;1
49898;"Brasil, 75709-140";-30,53916145;-52,5243476267173;1
47050;"Brasil, 38411-694";-24,265065;-53,8365506030435;1
6621;"Brasil, 38408-100";-20,0259457;-44,303323;1
19896;"Brasil, 78060-601";-15,6081481;-56,0693426333333;1
12685;"Brasil, 78060-601";-15,6081481;-56,0693426333333;1
49692;"Brasil, 74450-010";2,235751;-60,9778871;0
49693;"Brasil, 74357-000";42,0549452;-7,800293;0
51111;"Brasil, 74150-130";-3,7962265;-38,4888263;1
23843;"Brasil, 12505-300";-22,81481842;-45,20150044;1
29198;"Brasil, 38300-078";-18,9921507;-49,4455477;1
23841;"Brasil, 36025-160";-30,54596235;-52,5319563996719;1
33511;"Brasil, 36080-060";-21,74049865;-43,3710053;1
31517;"Brasil, 12612-550";-22,7535232;-45,1059701;1
22799;"Brasil, 17507-280";-23,21318445;-46,8302825923764;1
19900;"Brasil, 69050-010";-3,0946172625;-60,0237339875;1
23844;"Brasil, 39400-546";-16,7421596;-43,870507;1
22803;"Brasil, 38700-022";-30,8145141;-53,8982459652445;1
19891;"Brasil, 27535-320";-22,460577;-44,4387097;1
22802;"Brasil, 15085-350";-20,8477891666667;-49,3921490333333;1
19903;"Brasil, 69050-010";-3,0946172625;-60,0237339875;1
33110;"Brasil, 38020-433";-19,7665699;-47,9509772;1
6607;"Brasil, 38020-433";-19,7665699;-47,9509772;1
39424;"Brasil, 13150-000";-22,7010256;-47,1918445;1
6620;"Brasil, 37550-000";-22,25787634;-45,924539536;1
16227;"Brasil, 11740-000";-24,1782470236364;-46,7959073054545;1
2542;"Brasil, 11726-000";-23,99733575;-46,4063918;1
13479;"Brasil, 74810-907";-15,7967373;-47,9382165;1
6689;"Brasil, 01489-900";-23,5771992;-46,6880485;1
18414;"Brasil, 14784-200";-20,5742271;-48,5586374;1
26953;"Brasil, 01301-100";-23,5523632466667;-46,657803802963;1
15691;"Brasil, 60015-290";-3,7380841675;-38,5381976508333;1
19291;"Brasil, 55024-715";-24,27814145;-53,8436883333088;1
19239;"Brasil, 54520-600";-26,8086173;-65,200849;1
15999;"Brasil, 11060-003";-23,9648969;-46,33212925;1
6656;"Brasil, 38400-712";-18,9082360333333;-48,2721824;1
4842;"Brasil, 30380-640";-7,7780058;-39,5893512;1
4841;"Brasil, 30140-092";-19,93003244;-43,9428618;1
16969;"Brasil, 61900-010";-30,81169215;-53,898250107495;1
25075;"Brasil, 11060-910";-24,3041457;-53,8401236597687;1
6749;"Brasil, 40155-150";-30,54985925;-52,5203252236328;1
6637;"Brasil, 29018-310";-22,8738319;-43,2496583;1
31316;"Brasil, 38610-000";-16,33171306;-46,85079423;1
42413;"Brasil, 46100-000";-14,19610725;-41,66373315;1
35816;"Brasil, 47850-000";-12,1641130571429;-45,8437513428571;1
52868;"Brasil, 47850-001";20,5644464;-103,1411569;0
37002;"Brasil, 47811-003";-12,1303166;-45,001851;1
6719;"Brasil, 21310-310";-22,8738319;-43,2496583;1
6590;"Brasil, 64048-110";-5,07736553333333;-42,7953542666667;1
13126;"Brasil, 25010-009";-22,78585385;-43,3111853;1
13132;"Brasil, 26262-020";-22,8502351;-43,6019853;1
13128;"Brasil, 25020-140";-30,53916145;-52,5243476267173;1
13127;"Brasil, 25070-070";-23,4791168;-46,4714913;1
13131;"Brasil, 26220-060";-22,7615183;-43,4459719;1
13125;"Brasil, 26220-060";-22,7615183;-43,4459719;1
13129;"Brasil, 25510-292";-30,5302389;-52,523195118849;1
13130;"Brasil, 25510-292";-30,5302389;-52,523195118849;1
6703;"Brasil, 36307-348";-21,135055;-44,2582782;1
6595;"Brasil, 64045-970";-7,2526436;-35,9011061;1
19455;"Brasil, 72115-944";NA;NA;NA
44957;"Brasil, 83203-400";-25,51330535;-48,5071415;1
36918;"Brasil, 90010-311";-30,55224885;-52,5319940135017;1
6744;"Brasil, 80510-040";-25,4255673666667;-49,2727319666667;1
6750;"Brasil, 90020-004";-30,80640115;-53,9022601710399;1
14890;"Brasil, 01205-000";-23,5369465111111;-46,6421602287037;1
5973;"Brasil, 36500-000";-21,1133759666667;-42,9494905555556;1
2513;"Brasil, 90040-001";-30,0350756833333;-51,2243892666667;1
12483;"Brasil, 28020-740";-21,7637874428571;-41,3304369214286;1
5254;"Brasil, 29230-000";-20,7779373480769;-40,6616641961538;1
5255;"Brasil, 29200-000";-20,5278594194444;-40,5444280888889;1
5253;"Brasil, 29200-000";-20,5278594194444;-40,5444280888889;1
1983;"Brasil, 21070-030";-30,8102662;-53,8926286398211;1
6685;"Brasil, 37500-038";-8,3954108;-35,0099932;1
6625;"Brasil, 11660-000";-23,6229816;-45,3784521;1
6608;"Brasil, 37600-000";-22,3377401;-46,2254903;1
2918;"Brasil, 86800-680";-24,2731592;-53,8463499884545;1
2916;"Brasil, 14406-005";-20,5477468;-47,4167514;1
6622;"Brasil, 37010-190";-30,15654175;-53,5643572939914;1
6667;"Brasil, 29090-160";-30,54596235;-52,5319563996719;1
15291;"Brasil, 01203-000";-23,5379642411765;-46,6437265470588;1
5888;"Brasil, 35500-000";-20,1585419;-44,87593865;1
6700;"Brasil, 35500-000";-20,1585419;-44,87593865;1
12341;"Brasil, 35500-000";-20,1585419;-44,87593865;1
12340;"Brasil, 35500-000";-20,1585419;-44,87593865;1
24096;"Brasil, 68627-640";-4,0844337;-63,1439075;1
15709;"Brasil, 75650-000";-17,73460005;-49,11999045;1
33993;"Brasil, 75650-000";-17,73460005;-49,11999045;1
41000;"Brasil, 85601-270";-30,55207555;-52,5212075141967;1
19650;"Brasil, 18000-000";-15,61050205;-56,1544917542865;1
24284;"Brasil, 68555-101";-30,5535847;-52,5362930772652;1
50714;"Brasil, 68555-001";-30,811577;-53,9006734255894;1
19491;"Brasil, 87303-110";-24,0376586;-52,3762017;1
40853;"Brasil, 87309-650";-24,0277947;-52,3641942;1
49797;"Brasil, 28994-702";-24,2691216;-53,8410315593967;1
19509;"Brasil, 28300-000";-21,2056493364055;-41,8917577792627;1
18050;"Brasil, 27700-000";-22,4098276;-43,6703472666667;1
52216;"Brasil, 26900-000";-22,4635649;-43,4791705;1
37888;"Brasil, 25804-080";-22,1175343;-43,209434;1
32727;"Brasil, 58200-000";-6,85550082857143;-35,4883914285714;1
40974;"Brasil, 58225-000";-6,76050888181818;-35,6576694545455;1
49291;"Brasil, 14701-904";-24,3017104;-53,8318359480406;1
37751;"Brasil, 15900-000";-21,4048962;-48,5022148;1
45885;"Brasil, -";-10,3333333;-53,2;1
37934;"Brasil, 14940-000";-21,75598825;-48,8339340142857;1
44776;"Brasil, 14900-000";-21,5955932666667;-48,8162578666667;1
56797;"Brasil, 84400-000";-25,2129488975904;-50,9832219024096;1
35125;"Brasil, 36013-150";-30,54985925;-52,5203252236328;1
14391;"Brasil, 50050-190";-30,15654175;-53,5643572939914;1
11816;"Brasil, 35660-041";-30,8086191;-53,8911760973391;1
46308;"Brasil, -";-10,3333333;-53,2;1
2906;"Brasil, 78735-100";-20,0259457;-44,303323;1
44322;"Brasil, 18023-000";-23,5201198496063;-47,4407058527559;1
12036;"Brasil, 80420-060";-25,43640825;-49,2832202;1
24083;"Brasil, 13456-625";-22,7500608;-47,3721052;1
17733;"Brasil, 35702-153";-30,54542035;-52,5307627855961;1
12894;"Brasil, 80620-010";-25,4543699;-49,2887512;1
46385;"Brasil, 81830-285";-25,51857395;-49,25577355;1
12896;"Brasil, 83601-030";-25,4578799272727;-49,532456;1
21049;"Brasil, 84165-690";-24,26547615;-53,837552623789;1
52484;"Brasil, 83604-175";-21,69380735;-45,2623535281015;1
34890;"Brasil, 89300-000";-26,1079876571429;-49,8519584285714;1
36184;"Brasil, 83820-001";-30,811577;-53,9006734255894;1
12542;"Brasil, 81530-020";-25,45321075;-49,22765695;1
15674;"Brasil, 81720-000";-25,5103018;-49,2626213;1
46339;"Brasil, 83320-005";-30,8165458;-53,9045897796332;1
18655;"Brasil, 06454-000";-23,5017428857143;-46,8483055;1
21610;"Brasil, 41098-020";-12,9694903;-38,4744603;1
17763;"Brasil, 66053-000";-1,44718391428571;-48,4890635571429;1
19068;"Brasil, 89070-200";-26,8792239;-49,1715565;1
22648;"Brasil, 88104-801";-16,6705293;-49,2345148;1
